no,pembelian,kategori,tanggal,jumlah,total,tahun,bulan,nama_bulan,hari,hari_dalam_minggu,jam,is_weekend,harga_per_tiket,volume_penjualan,cluster
158,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-22 14:16:00,3,75000,2025,4,April,22,Tuesday,14,0,25000.0,Rendah,1
159,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-22 13:58:00,5,125000,2025,4,April,22,Tuesday,13,0,25000.0,Rendah,1
160,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-22 12:05:00,213,4260000,2025,4,April,22,Tuesday,12,0,20000.0,Sangat Tinggi,2
161,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-22 12:04:00,2,40000,2025,4,April,22,Tuesday,12,0,20000.0,Sangat Rendah,1
162,TIKET WISATAWAN UMUM,Umum,2025-04-22 11:37:00,4,60000,2025,4,April,22,Tuesday,11,0,15000.0,Rendah,1
163,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-22 10:43:00,1,20000,2025,4,April,22,Tuesday,10,0,20000.0,Sangat Rendah,1
164,TIKET MANCANEGARA,Mancanegara,2025-04-22 10:43:00,1,20000,2025,4,April,22,Tuesday,10,0,20000.0,Sangat Rendah,1
165,Tiket Masuk Museum Pusaka,Umum,2025-04-22 10:43:00,1,15000,2025,4,April,22,Tuesday,10,0,15000.0,Sangat Rendah,1
166,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-22 10:41:00,4,100000,2025,4,April,22,Tuesday,10,0,25000.0,Rendah,1
167,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-22 10:20:00,2,50000,2025,4,April,22,Tuesday,10,0,25000.0,Sangat Rendah,1
168,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-22 09:39:00,2,50000,2025,4,April,22,Tuesday,9,0,25000.0,Sangat Rendah,1
169,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-22 09:29:00,1,20000,2025,4,April,22,Tuesday,9,0,20000.0,Sangat Rendah,1
170,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-04-21 15:23:00,4,40000,2025,4,April,21,Monday,15,0,10000.0,Rendah,1
171,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-21 15:23:00,4,40000,2025,4,April,21,Monday,15,0,10000.0,Rendah,1
172,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-21 13:55:00,2,50000,2025,4,April,21,Monday,13,0,25000.0,Sangat Rendah,1
173,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-21 13:22:00,3,75000,2025,4,April,21,Monday,13,0,25000.0,Rendah,1
174,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-21 13:17:00,80,1600000,2025,4,April,21,Monday,13,0,20000.0,Sangat Tinggi,2
175,TIKET WISATAWAN UMUM,Umum,2025-04-21 13:17:00,2,30000,2025,4,April,21,Monday,13,0,15000.0,Sangat Rendah,1
176,TIKET WISATAWAN UMUM,Umum,2025-04-21 12:31:00,2,30000,2025,4,April,21,Monday,12,0,15000.0,Sangat Rendah,1
177,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-21 12:06:00,2,50000,2025,4,April,21,Monday,12,0,25000.0,Sangat Rendah,1
178,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-21 11:39:00,2,40000,2025,4,April,21,Monday,11,0,20000.0,Sangat Rendah,1
179,TIKET WISATAWAN UMUM,Umum,2025-04-21 11:09:00,2,30000,2025,4,April,21,Monday,11,0,15000.0,Sangat Rendah,1
180,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-21 11:09:00,5,125000,2025,4,April,21,Monday,11,0,25000.0,Rendah,1
181,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-21 11:09:00,5,125000,2025,4,April,21,Monday,11,0,25000.0,Rendah,1
182,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-21 11:09:00,3,60000,2025,4,April,21,Monday,11,0,20000.0,Rendah,1
183,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-21 11:08:00,16,160000,2025,4,April,21,Monday,11,0,10000.0,Tinggi,1
184,TIKET WISATAWAN UMUM,Umum,2025-04-21 11:08:00,7,105000,2025,4,April,21,Monday,11,0,15000.0,Sedang,1
185,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-20 11:08:01,182,3577500,2025,4,April,20,Sunday,11,1,19656.593406593405,Sangat Tinggi,2
186,tiket Coba test,Umum,2025-04-19 20:25:00,1,20000,2025,4,April,19,Saturday,20,1,20000.0,Sangat Rendah,0
187,tiket Coba test,Umum,2025-04-18 19:30:00,1,20000,2025,4,April,18,Friday,19,0,20000.0,Sangat Rendah,1
188,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-17 19:30:01,182,3577500,2025,4,April,17,Thursday,19,0,19656.593406593405,Sangat Tinggi,2
189,TIKET WISATAWAN UMUM,Umum,2025-04-16 13:34:00,2,30000,2025,4,April,16,Wednesday,13,0,15000.0,Sangat Rendah,1
190,TIKET MANCANEGARA,Mancanegara,2025-04-16 13:34:00,2,40000,2025,4,April,16,Wednesday,13,0,20000.0,Sangat Rendah,1
191,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 13:28:00,2,50000,2025,4,April,16,Wednesday,13,0,25000.0,Sangat Rendah,1
192,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-16 13:27:00,3,30000,2025,4,April,16,Wednesday,13,0,10000.0,Rendah,1
193,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 13:20:00,2,50000,2025,4,April,16,Wednesday,13,0,25000.0,Sangat Rendah,1
194,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 12:45:00,2,50000,2025,4,April,16,Wednesday,12,0,25000.0,Sangat Rendah,1
195,TIKET WISATAWAN UMUM,Umum,2025-04-16 12:18:00,1,15000,2025,4,April,16,Wednesday,12,0,15000.0,Sangat Rendah,1
196,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-16 12:18:00,1,10000,2025,4,April,16,Wednesday,12,0,10000.0,Sangat Rendah,1
197,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 12:04:00,3,75000,2025,4,April,16,Wednesday,12,0,25000.0,Rendah,1
198,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-16 12:20:00,2,20000,2025,4,April,16,Wednesday,12,0,10000.0,Sangat Rendah,1
199,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-16 11:10:00,2,40000,2025,4,April,16,Wednesday,11,0,20000.0,Sangat Rendah,1
200,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 10:34:00,7,175000,2025,4,April,16,Wednesday,10,0,25000.0,Sedang,1
201,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-16 10:33:00,1,10000,2025,4,April,16,Wednesday,10,0,10000.0,Sangat Rendah,1
202,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-16 10:17:00,3,75000,2025,4,April,16,Wednesday,10,0,25000.0,Rendah,1
203,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-16 10:08:00,3,30000,2025,4,April,16,Wednesday,10,0,10000.0,Rendah,1
204,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-16 09:43:00,3,75000,2025,4,April,16,Wednesday,9,0,25000.0,Rendah,1
205,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-16 09:23:00,2,50000,2025,4,April,16,Wednesday,9,0,25000.0,Sangat Rendah,1
206,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-16 08:55:00,2,40000,2025,4,April,16,Wednesday,8,0,20000.0,Sangat Rendah,1
207,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-15 16:00:00,4,40000,2025,4,April,15,Tuesday,16,0,10000.0,Rendah,1
208,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-15 15:59:00,4,100000,2025,4,April,15,Tuesday,15,0,25000.0,Rendah,1
209,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-15 15:34:00,1,20000,2025,4,April,15,Tuesday,15,0,20000.0,Sangat Rendah,1
210,Tiket Masuk Museum Pusaka,Umum,2025-04-15 14:40:00,2,30000,2025,4,April,15,Tuesday,14,0,15000.0,Sangat Rendah,1
211,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-15 14:40:00,1,20000,2025,4,April,15,Tuesday,14,0,20000.0,Sangat Rendah,1
212,TIKET MANCANEGARA,Mancanegara,2025-04-15 14:40:00,2,40000,2025,4,April,15,Tuesday,14,0,20000.0,Sangat Rendah,1
213,TIKET WISATAWAN UMUM,Umum,2025-04-15 14:40:00,3,45000,2025,4,April,15,Tuesday,14,0,15000.0,Rendah,1
214,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-15 14:34:00,7,140000,2025,4,April,15,Tuesday,14,0,20000.0,Sedang,1
215,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-15 14:26:00,2,50000,2025,4,April,15,Tuesday,14,0,25000.0,Sangat Rendah,1
216,TIKET WISATAWAN UMUM,Umum,2025-04-15 14:03:00,2,30000,2025,4,April,15,Tuesday,14,0,15000.0,Sangat Rendah,1
217,TIKET WISATAWAN UMUM,Umum,2025-04-15 13:11:00,3,45000,2025,4,April,15,Tuesday,13,0,15000.0,Rendah,1
218,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-15 12:49:00,2,50000,2025,4,April,15,Tuesday,12,0,25000.0,Sangat Rendah,1
219,TIKET WISATAWAN UMUM,Umum,2025-04-15 11:10:00,2,30000,2025,4,April,15,Tuesday,11,0,15000.0,Sangat Rendah,1
220,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-15 10:46:00,1,25000,2025,4,April,15,Tuesday,10,0,25000.0,Sangat Rendah,1
221,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-15 10:30:00,3,75000,2025,4,April,15,Tuesday,10,0,25000.0,Rendah,1
222,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-15 09:18:00,2,50000,2025,4,April,15,Tuesday,9,0,25000.0,Sangat Rendah,1
223,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-15 08:34:00,7,70000,2025,4,April,15,Tuesday,8,0,10000.0,Sedang,1
224,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-15 08:30:00,2,50000,2025,4,April,15,Tuesday,8,0,25000.0,Sangat Rendah,1
225,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-15 08:17:00,1,25000,2025,4,April,15,Tuesday,8,0,25000.0,Sangat Rendah,1
226,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 16:02:00,2,50000,2025,4,April,14,Monday,16,0,25000.0,Sangat Rendah,1
227,TIKET MANCANEGARA,Mancanegara,2025-04-14 14:46:00,1,20000,2025,4,April,14,Monday,14,0,20000.0,Sangat Rendah,1
228,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-14 14:46:00,1,10000,2025,4,April,14,Monday,14,0,10000.0,Sangat Rendah,1
229,TIKET WISATAWAN UMUM,Umum,2025-04-14 14:37:00,2,30000,2025,4,April,14,Monday,14,0,15000.0,Sangat Rendah,1
230,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-14 13:48:00,85,1700000,2025,4,April,14,Monday,13,0,20000.0,Sangat Tinggi,2
231,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 13:28:00,2,50000,2025,4,April,14,Monday,13,0,25000.0,Sangat Rendah,1
232,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-14 12:19:00,2,40000,2025,4,April,14,Monday,12,0,20000.0,Sangat Rendah,1
233,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 11:53:00,1,25000,2025,4,April,14,Monday,11,0,25000.0,Sangat Rendah,1
234,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 11:51:00,4,100000,2025,4,April,14,Monday,11,0,25000.0,Rendah,1
235,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-14 11:21:00,2,40000,2025,4,April,14,Monday,11,0,20000.0,Sangat Rendah,1
236,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 10:54:00,1,25000,2025,4,April,14,Monday,10,0,25000.0,Sangat Rendah,1
237,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-14 10:45:00,2,50000,2025,4,April,14,Monday,10,0,25000.0,Sangat Rendah,1
238,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-14 10:45:00,24,480000,2025,4,April,14,Monday,10,0,20000.0,Tinggi,1
239,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-14 08:34:00,2,50000,2025,4,April,14,Monday,8,0,25000.0,Sangat Rendah,1
240,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-14 08:13:00,2,50000,2025,4,April,14,Monday,8,0,25000.0,Sangat Rendah,1
241,TIKET WISATAWAN UMUM,Umum,2025-04-14 08:10:00,2,30000,2025,4,April,14,Monday,8,0,15000.0,Sangat Rendah,1
242,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-13 08:10:01,182,3577500,2025,4,April,13,Sunday,8,1,19656.593406593405,Sangat Tinggi,2
243,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-12 08:10:02,182,3577500,2025,4,April,12,Saturday,8,1,19656.593406593405,Sangat Tinggi,2
244,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-11 08:10:03,182,3577500,2025,4,April,11,Friday,8,0,19656.593406593405,Sangat Tinggi,2
245,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-10 15:13:00,7,140000,2025,4,April,10,Thursday,15,0,20000.0,Sedang,1
246,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-10 15:12:00,4,100000,2025,4,April,10,Thursday,15,0,25000.0,Rendah,1
247,TIKET WISATAWAN UMUM,Umum,2025-04-10 14:31:00,2,30000,2025,4,April,10,Thursday,14,0,15000.0,Sangat Rendah,1
248,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-10 13:43:00,2,50000,2025,4,April,10,Thursday,13,0,25000.0,Sangat Rendah,1
249,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-10 13:09:00,7,140000,2025,4,April,10,Thursday,13,0,20000.0,Sedang,1
250,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-10 12:47:00,3,75000,2025,4,April,10,Thursday,12,0,25000.0,Rendah,1
251,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-10 12:39:00,5,125000,2025,4,April,10,Thursday,12,0,25000.0,Rendah,1
252,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-10 12:36:00,5,125000,2025,4,April,10,Thursday,12,0,25000.0,Rendah,1
253,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-10 12:24:00,23,575000,2025,4,April,10,Thursday,12,0,25000.0,Tinggi,1
254,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-10 11:08:00,2,50000,2025,4,April,10,Thursday,11,0,25000.0,Sangat Rendah,1
255,TIKET WISATAWAN UMUM,Umum,2025-04-10 10:46:00,3,45000,2025,4,April,10,Thursday,10,0,15000.0,Rendah,1
256,TIKET WISATAWAN UMUM,Umum,2025-04-10 10:43:00,1,15000,2025,4,April,10,Thursday,10,0,15000.0,Sangat Rendah,1
257,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-10 10:23:00,8,200000,2025,4,April,10,Thursday,10,0,25000.0,Sedang,1
258,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-10 08:36:00,2,20000,2025,4,April,10,Thursday,8,0,10000.0,Sangat Rendah,1
259,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-04-10 08:36:00,2,20000,2025,4,April,10,Thursday,8,0,10000.0,Sangat Rendah,1
260,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-10 08:32:00,6,120000,2025,4,April,10,Thursday,8,0,20000.0,Sedang,1
261,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 16:35:00,2,50000,2025,4,April,9,Wednesday,16,0,25000.0,Sangat Rendah,1
262,TIKET WISATAWAN UMUM,Umum,2025-04-09 16:11:00,2,30000,2025,4,April,9,Wednesday,16,0,15000.0,Sangat Rendah,1
263,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 16:10:00,5,125000,2025,4,April,9,Wednesday,16,0,25000.0,Rendah,1
264,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 15:56:00,2,50000,2025,4,April,9,Wednesday,15,0,25000.0,Sangat Rendah,1
265,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-09 15:40:00,1,25000,2025,4,April,9,Wednesday,15,0,25000.0,Sangat Rendah,1
266,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 15:21:00,2,50000,2025,4,April,9,Wednesday,15,0,25000.0,Sangat Rendah,1
267,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-09 15:15:00,4,80000,2025,4,April,9,Wednesday,15,0,20000.0,Rendah,1
268,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 14:44:00,4,100000,2025,4,April,9,Wednesday,14,0,25000.0,Rendah,1
269,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 14:30:00,6,150000,2025,4,April,9,Wednesday,14,0,25000.0,Sedang,1
270,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-09 14:23:00,1,10000,2025,4,April,9,Wednesday,14,0,10000.0,Sangat Rendah,1
271,TIKET WISATAWAN UMUM,Umum,2025-04-09 14:20:00,3,45000,2025,4,April,9,Wednesday,14,0,15000.0,Rendah,1
272,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-09 13:40:00,5,125000,2025,4,April,9,Wednesday,13,0,25000.0,Rendah,1
273,TIKET WISATAWAN UMUM,Umum,2025-04-09 13:01:00,2,30000,2025,4,April,9,Wednesday,13,0,15000.0,Sangat Rendah,1
274,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 12:44:00,10,250000,2025,4,April,9,Wednesday,12,0,25000.0,Sedang,1
275,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-09 12:24:00,4,100000,2025,4,April,9,Wednesday,12,0,25000.0,Rendah,1
276,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-09 12:20:00,1,25000,2025,4,April,9,Wednesday,12,0,25000.0,Sangat Rendah,1
277,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 11:14:00,5,125000,2025,4,April,9,Wednesday,11,0,25000.0,Rendah,1
278,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-09 10:47:00,2,40000,2025,4,April,9,Wednesday,10,0,20000.0,Sangat Rendah,1
279,TIKET MANCANEGARA,Mancanegara,2025-04-09 10:34:00,1,20000,2025,4,April,9,Wednesday,10,0,20000.0,Sangat Rendah,1
280,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-09 10:33:00,3,60000,2025,4,April,9,Wednesday,10,0,20000.0,Rendah,1
281,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-09 10:29:00,2,40000,2025,4,April,9,Wednesday,10,0,20000.0,Sangat Rendah,1
282,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 10:29:00,5,125000,2025,4,April,9,Wednesday,10,0,25000.0,Rendah,1
283,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-09 10:01:00,2,50000,2025,4,April,9,Wednesday,10,0,25000.0,Sangat Rendah,1
284,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 09:38:00,1,25000,2025,4,April,9,Wednesday,9,0,25000.0,Sangat Rendah,1
285,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-09 09:32:00,1,20000,2025,4,April,9,Wednesday,9,0,20000.0,Sangat Rendah,1
286,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-09 09:14:00,2,50000,2025,4,April,9,Wednesday,9,0,25000.0,Sangat Rendah,1
287,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 16:12:00,6,150000,2025,4,April,8,Tuesday,16,0,25000.0,Sedang,1
288,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-08 16:04:00,2,50000,2025,4,April,8,Tuesday,16,0,25000.0,Sangat Rendah,1
289,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-08 15:37:00,7,140000,2025,4,April,8,Tuesday,15,0,20000.0,Sedang,1
290,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-08 15:22:00,5,125000,2025,4,April,8,Tuesday,15,0,25000.0,Rendah,1
291,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-08 15:09:00,14,280000,2025,4,April,8,Tuesday,15,0,20000.0,Tinggi,1
292,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-08 14:04:00,2,40000,2025,4,April,8,Tuesday,14,0,20000.0,Sangat Rendah,1
293,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-08 13:52:00,2,50000,2025,4,April,8,Tuesday,13,0,25000.0,Sangat Rendah,1
294,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-08 13:50:00,5,50000,2025,4,April,8,Tuesday,13,0,10000.0,Rendah,1
295,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-04-08 13:50:00,5,50000,2025,4,April,8,Tuesday,13,0,10000.0,Rendah,1
296,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 13:35:00,4,100000,2025,4,April,8,Tuesday,13,0,25000.0,Rendah,1
297,TERUSAN III ( Free-Pass III ),TERUSAN,2025-04-08 13:08:00,3,75000,2025,4,April,8,Tuesday,13,0,25000.0,Rendah,1
298,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 13:05:00,2,50000,2025,4,April,8,Tuesday,13,0,25000.0,Sangat Rendah,1
299,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-08 12:53:00,1,20000,2025,4,April,8,Tuesday,12,0,20000.0,Sangat Rendah,1
300,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 11:43:00,8,200000,2025,4,April,8,Tuesday,11,0,25000.0,Sedang,1
301,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-08 11:34:00,2,20000,2025,4,April,8,Tuesday,11,0,10000.0,Sangat Rendah,1
302,TIKET WISATAWAN UMUM,Umum,2025-04-08 11:34:00,6,90000,2025,4,April,8,Tuesday,11,0,15000.0,Sedang,1
303,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 11:23:00,4,100000,2025,4,April,8,Tuesday,11,0,25000.0,Rendah,1
304,Tiket Masuk Museum Pusaka,Umum,2025-04-08 11:13:00,1,15000,2025,4,April,8,Tuesday,11,0,15000.0,Sangat Rendah,1
305,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-04-08 11:13:00,1,10000,2025,4,April,8,Tuesday,11,0,10000.0,Sangat Rendah,1
306,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2025-04-08 11:13:00,3,75000,2025,4,April,8,Tuesday,11,0,25000.0,Rendah,1
307,TIKET MANCANEGARA,Mancanegara,2025-04-08 11:13:00,1,20000,2025,4,April,8,Tuesday,11,0,20000.0,Sangat Rendah,1
308,TIKET WISATAWAN UMUM,Umum,2025-04-08 11:03:00,2,30000,2025,4,April,8,Tuesday,11,0,15000.0,Sangat Rendah,1
309,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2025-04-08 10:45:00,4,80000,2025,4,April,8,Tuesday,10,0,20000.0,Rendah,1
310,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2025-04-08 11:45:00,5,50000,2025,4,April,8,Tuesday,11,0,10000.0,Rendah,1
311,TIKET PELAJAR & MAHASISWA,Pelajar,2025-04-08 11:45:00,5,50000,2025,4,April,8,Tuesday,11,0,10000.0,Rendah,1
312,TIKET WISATAWAN UMUM,Umum,2025-04-08 10:00:00,2,30000,2025,4,April,8,Tuesday,10,0,15000.0,Sangat Rendah,1
